,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
84,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",31.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,611.0,591.0,0.0,0.0,0.0,20.0
85,DAB,"Daytona Beach, FL: Daytona Beach International",273.0,27.0,8.76,2.75,11.58,0.0,3.92,1.0,1.0,1323.0,575.0,177.0,383.0,0.0,188.0
86,DAL,"Dallas, TX: Dallas Love Field",3526.0,343.0,118.67,3.67,128.3,1.82,90.55,14.0,10.0,15122.0,4966.0,295.0,5867.0,147.0,3847.0
87,DAY,"Dayton, OH: James M Cox/Dayton International",462.0,56.0,17.86,0.99,20.57,0.09,16.49,0.0,0.0,2858.0,1092.0,44.0,667.0,6.0,1049.0
88,DCA,"Washington, DC: Ronald Reagan Washington National",2644.0,231.0,98.64,5.49,71.28,1.25,54.339999999999996,30.0,1.0,12425.0,5470.0,681.0,2374.0,44.0,3856.0
89,DDC,"Dodge City, KS: Dodge City Regional",53.0,8.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,315.0,73.0,42.0,0.0,0.0,200.0
90,DEC,"Decatur, IL: Decatur Airport",53.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,382.0,72.0,0.0,0.0,0.0,310.0
91,DEN,"Denver, CO: Denver International",18173.0,2808.0,1152.52,88.96,1110.58,8.42,447.52,168.0,7.0,166623.0,82982.0,10946.0,46528.0,310.0,25857.0
92,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",19751.0,3634.0,816.79,111.21,1818.16,15.690000000000001,872.15,209.0,63.0,227757.0,68574.0,13186.0,70579.0,641.0,74777.0
93,DHN,"Dothan, AL: Dothan Regional",101.0,10.0,4.79,0.0,0.63,0.0,4.58,0.0,0.0,464.0,244.0,0.0,17.0,0.0,203.0
94,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",30.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,322.0,266.0,0.0,0.0,0.0,56.0
95,DLH,"Duluth, MN: Duluth International",122.0,11.0,5.94,0.0,4.02,0.0,1.04,3.0,0.0,670.0,398.0,0.0,208.0,0.0,64.0
96,DRO,"Durango, CO: Durango La Plata County",282.0,27.0,16.0,1.0,1.0,0.0,9.0,1.0,2.0,1416.0,510.0,40.0,162.0,0.0,704.0
97,DSM,"Des Moines, IA: Des Moines International",889.0,123.0,49.47,5.17,36.37,0.0,32.01,24.0,3.0,9715.0,2467.0,3182.0,1425.0,0.0,2641.0
98,DTW,"Detroit, MI: Detroit Metro Wayne County",9399.0,1173.0,475.53,69.33,413.93,2.38,211.88,71.0,8.0,85796.0,45429.0,9984.0,15374.0,70.0,14939.0
99,DVL,"Devils Lake, ND: Devils Lake Regional",53.0,6.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,391.0,21.0,82.0,0.0,0.0,288.0
100,EAR,"Kearney, NE: Kearney Regional",61.0,9.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,269.0,229.0,0.0,0.0,0.0,40.0
101,EAU,"Eau Claire, WI: Chippewa Valley Regional",62.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0
102,ECP,"Panama City, FL: Northwest Florida Beaches International",504.0,73.0,29.43,0.54,20.24,0.0,22.790000000000003,0.0,0.0,4257.0,1268.0,28.0,570.0,0.0,2391.0
103,EGE,"Eagle, CO: Eagle County Regional",325.0,64.0,10.15,5.0,36.36,0.0,12.48,15.0,10.0,5684.0,649.0,357.0,2207.0,0.0,2471.0
104,EKO,"Elko, NV: Elko Regional",56.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,780.0,64.0,695.0,21.0,0.0,0.0
105,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",78.0,8.0,4.51,0.0,2.56,0.0,0.93,1.0,0.0,350.0,220.0,0.0,103.0,0.0,27.0
106,ELP,"El Paso, TX: El Paso International",789.0,126.0,64.23,1.19,28.96,0.0,31.619999999999997,1.0,0.0,7656.0,3215.0,88.0,1718.0,0.0,2635.0
107,ERI,"Erie, PA: Erie International/Tom Ridge Field",59.0,6.0,5.14,0.0,0.86,0.0,0.0,0.0,1.0,201.0,161.0,0.0,40.0,0.0,0.0
108,ESC,"Escanaba, MI: Delta County",53.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1235.0,1218.0,17.0,0.0,0.0,0.0
109,EUG,"Eugene, OR: Mahlon Sweet Field",457.0,49.0,22.67,8.0,8.33,0.0,10.0,6.0,1.0,4349.0,1109.0,734.0,1623.0,0.0,883.0
110,EVV,"Evansville, IN: Evansville Regional",212.0,15.0,5.78,0.08,7.620000000000001,0.0,1.52,0.0,0.0,525.0,212.0,7.0,204.0,0.0,102.0
111,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",99.0,7.0,0.84,0.0,6.16,0.0,0.0,1.0,0.0,207.0,23.0,0.0,184.0,0.0,0.0
112,EWR,"Newark, NJ: Newark Liberty International",5204.0,603.0,223.08999999999997,17.47,227.0,3.45,131.96,133.0,5.0,34937.0,14809.0,1793.0,8289.0,87.0,9959.0
113,EYW,"Key West, FL: Key West International",690.0,76.0,24.96,2.0,37.22,1.0,10.809999999999999,5.0,2.0,3914.0,1927.0,134.0,1083.0,46.0,724.0
114,FAI,"Fairbanks, AK: Fairbanks International",93.0,14.0,5.1,1.53,5.54,0.0,1.83,0.0,0.0,564.0,179.0,204.0,134.0,0.0,47.0
115,FAR,"Fargo, ND: Hector International",459.0,60.0,28.99,7.21,20.88,0.0,2.92,14.0,2.0,3825.0,1834.0,1117.0,791.0,0.0,83.0
116,FAT,"Fresno, CA: Fresno Yosemite International",685.0,77.0,32.660000000000004,8.69,8.66,0.0,26.990000000000002,10.0,2.0,6469.0,1636.0,2343.0,415.0,0.0,2075.0
117,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",243.0,25.0,11.34,0.0,10.45,1.0,2.21,1.0,0.0,2223.0,1710.0,0.0,196.0,22.0,295.0
118,FCA,"Kalispell, MT: Glacier Park International",229.0,36.0,25.87,2.0,4.25,0.0,3.87,2.0,3.0,1471.0,1175.0,49.0,136.0,0.0,111.0
119,FLG,"Flagstaff, AZ: Flagstaff Pulliam",165.0,14.0,4.31,0.9,0.1,0.0,8.69,2.0,0.0,658.0,115.0,136.0,15.0,0.0,392.0
120,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",6146.0,958.0,314.48,16.84,437.54,8.14,181.0,58.0,7.0,50287.0,18070.0,1513.0,17771.0,269.0,12664.0
121,FNT,"Flint, MI: Bishop International",191.0,18.0,6.07,0.48,10.29,0.0,1.17,1.0,0.0,797.0,393.0,28.0,312.0,0.0,64.0
122,FSD,"Sioux Falls, SD: Joe Foss Field",516.0,68.0,29.799999999999997,3.3,17.16,0.0,17.73,15.0,0.0,4924.0,1388.0,782.0,540.0,0.0,2214.0
123,FSM,"Fort Smith, AR: Fort Smith Regional",87.0,11.0,6.9399999999999995,0.0,1.43,0.0,2.62,0.0,0.0,498.0,279.0,0.0,41.0,0.0,178.0
124,FWA,"Fort Wayne, IN: Fort Wayne International",393.0,51.0,37.12,3.0,3.04,0.0,7.84,1.0,1.0,3510.0,3023.0,98.0,99.0,0.0,290.0
125,GCC,"Gillette, WY: Gillette Campbell County",55.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,336.0,268.0,0.0,0.0,0.0,68.0
126,GCK,"Garden City, KS: Garden City Regional",58.0,11.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,462.0,232.0,0.0,115.0,0.0,115.0
127,GEG,"Spokane, WA: Spokane International",1008.0,143.0,75.58,11.24,30.27,1.45,24.46,4.0,0.0,6887.0,3793.0,1024.0,873.0,51.0,1146.0
128,GFK,"Grand Forks, ND: Grand Forks International",101.0,18.0,11.55,4.0,1.3,0.0,1.15,2.0,0.0,1804.0,1347.0,281.0,42.0,0.0,134.0
129,GGG,"Longview, TX: East Texas Regional",71.0,10.0,3.08,0.08,4.63,0.0,2.22,1.0,1.0,278.0,59.0,7.0,100.0,0.0,112.0
130,GJT,"Grand Junction, CO: Grand Junction Regional",379.0,47.0,29.93,0.0,4.12,0.0,12.95,0.0,0.0,2270.0,1382.0,0.0,129.0,0.0,759.0
131,GNV,"Gainesville, FL: Gainesville Regional",257.0,21.0,6.57,0.0,6.62,0.0,7.8100000000000005,1.0,0.0,1180.0,410.0,0.0,150.0,0.0,620.0
132,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",278.0,30.0,9.969999999999999,0.0,10.739999999999998,0.47,8.82,0.0,1.0,1167.0,372.0,0.0,314.0,8.0,473.0
133,GRB,"Green Bay, WI: Green Bay Austin Straubel International",313.0,25.0,11.62,0.3,7.48,0.0,5.609999999999999,4.0,0.0,1297.0,598.0,11.0,260.0,0.0,428.0
134,GRI,"Grand Island, NE: Central Nebraska Regional",80.0,6.0,1.46,1.0,1.35,0.0,2.19,4.0,0.0,1867.0,386.0,118.0,31.0,0.0,1332.0
135,GRK,"Killeen, TX: Robert Gray AAF",176.0,25.0,5.85,3.99,10.76,0.0,4.41,2.0,0.0,1207.0,327.0,210.0,443.0,0.0,227.0
136,GRR,"Grand Rapids, MI: Gerald R. Ford International",1030.0,132.0,51.23,2.3,39.07,0.44,38.94,6.0,0.0,6751.0,2952.0,228.0,1325.0,19.0,2227.0
137,GSO,"Greensboro/High Point, NC: Piedmont Triad International",439.0,48.0,24.33,1.58,9.8,0.0,12.290000000000001,1.0,1.0,2131.0,961.0,45.0,352.0,0.0,773.0
138,GSP,"Greer, SC: Greenville-Spartanburg International",767.0,79.0,42.489999999999995,0.0,23.7,1.5899999999999999,11.2,1.0,0.0,5289.0,3971.0,0.0,737.0,72.0,509.0
139,GTF,"Great Falls, MT: Great Falls International",209.0,24.0,15.68,4.0,2.81,0.0,1.51,2.0,2.0,824.0,504.0,201.0,54.0,0.0,65.0
140,GTR,"Columbus, MS: Golden Triangle Regional",86.0,7.0,6.99,0.0,0.01,0.0,0.0,0.0,0.0,368.0,367.0,0.0,1.0,0.0,0.0
141,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",84.0,18.0,10.629999999999999,2.0,1.37,0.0,4.0,2.0,1.0,895.0,434.0,108.0,26.0,0.0,327.0
142,GUM,"Guam, TT: Guam International",44.0,2.0,1.52,0.0,0.0,0.0,0.48,0.0,0.0,150.0,87.0,0.0,0.0,0.0,63.0
143,HDN,"Hayden, CO: Yampa Valley",245.0,31.0,16.990000000000002,1.0,10.34,0.0,2.6799999999999997,3.0,0.0,1265.0,876.0,63.0,258.0,0.0,68.0
144,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0
145,HHH,"Hilton Head, SC: Hilton Head Airport",169.0,12.0,4.01,1.58,4.41,0.0,2.0,1.0,1.0,1087.0,230.0,673.0,127.0,0.0,57.0
146,HIB,"Hibbing, MN: Range Regional",53.0,6.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1483.0,729.0,736.0,0.0,18.0,0.0
147,HLN,"Helena, MT: Helena Regional",105.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,654.0,582.0,72.0,0.0,0.0,0.0
148,HNL,"Honolulu, HI: Daniel K Inouye International",2757.0,215.0,120.51,4.26,53.91,0.0,36.32,44.0,5.0,15437.0,9541.0,1591.0,1868.0,0.0,2437.0
149,HOB,"Hobbs, NM: Lea County Regional",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,HOU,"Houston, TX: William P Hobby",3330.0,394.0,136.22,3.3,121.41000000000001,1.0,132.07,17.0,3.0,15718.0,4823.0,209.0,3700.0,40.0,6946.0
151,HPN,"White Plains, NY: Westchester County",276.0,44.0,17.16,0.0,17.88,0.0,8.95,3.0,1.0,3014.0,1410.0,0.0,840.0,0.0,764.0
152,HRL,"Harlingen/San Benito, TX: Valley International",200.0,28.0,13.620000000000001,2.27,2.89,0.0,9.21,0.0,0.0,969.0,482.0,59.0,78.0,0.0,350.0
153,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",426.0,34.0,16.55,0.4,11.29,0.0,5.76,1.0,0.0,1413.0,655.0,19.0,561.0,0.0,178.0
154,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,19.0
155,HYS,"Hays, KS: Hays Regional",53.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,392.0,274.0,0.0,0.0,0.0,118.0
156,IAD,"Washington, DC: Washington Dulles International",3391.0,364.0,127.73,27.560000000000002,156.31,0.0,52.4,84.0,3.0,23467.0,9290.0,3995.0,6635.0,0.0,3547.0
157,IAG,"Niagara Falls, NY: Niagara Falls International",27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,362.0,362.0,0.0,0.0,0.0,0.0
158,IAH,"Houston, TX: George Bush Intercontinental/Houston",7638.0,923.0,358.12,37.72,389.74,1.14,136.29,36.0,14.0,47820.0,21799.0,3150.0,14177.0,41.0,8653.0
159,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",605.0,73.0,40.07,0.91,15.0,0.0,17.03,6.0,0.0,3248.0,1669.0,86.0,474.0,0.0,1019.0
160,IDA,"Idaho Falls, ID: Idaho Falls Regional",227.0,30.0,20.27,1.0,2.84,0.0,5.89,0.0,0.0,1773.0,1277.0,15.0,104.0,0.0,377.0
161,ILM,"Wilmington, NC: Wilmington International",348.0,33.0,13.93,0.7,12.73,0.21,5.45,0.0,0.0,1152.0,482.0,18.0,378.0,6.0,268.0
162,IMT,"Iron Mountain/Kingsfd, MI: Ford",61.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,324.0,277.0,47.0,0.0,0.0,0.0
163,IND,"Indianapolis, IN: Indianapolis International",2089.0,232.0,100.14,3.13,47.6,0.37,80.78,17.0,0.0,12652.0,5526.0,74.0,1727.0,7.0,5318.0
164,INL,"International Falls, MN: Falls International Einarson Field",53.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,502.0,348.0,154.0,0.0,0.0,0.0
165,ISP,"Islip, NY: Long Island MacArthur",249.0,33.0,11.42,0.0,7.800000000000001,0.0,13.79,8.0,0.0,1265.0,367.0,0.0,224.0,0.0,674.0
166,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,325.0,192.0,133.0,0.0,0.0,0.0
167,ITO,"Hilo, HI: Hilo International",328.0,17.0,11.97,0.13,0.96,0.0,3.94,4.0,1.0,633.0,491.0,2.0,27.0,0.0,113.0
168,JAC,"Jackson, WY: Jackson Hole",484.0,89.0,46.400000000000006,2.81,26.380000000000003,0.0,13.41,4.0,4.0,4797.0,3370.0,76.0,696.0,0.0,655.0
169,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",343.0,25.0,8.379999999999999,0.2,6.59,1.0,8.84,2.0,1.0,1026.0,372.0,11.0,135.0,73.0,435.0
170,JAX,"Jacksonville, FL: Jacksonville International",1364.0,183.0,102.12,1.44,44.08,1.0,34.38,11.0,1.0,8967.0,5324.0,39.0,1702.0,17.0,1885.0
171,JFK,"New York, NY: John F. Kennedy International",3704.0,594.0,213.74,9.13,245.67999999999998,2.44,123.01,97.0,2.0,38443.0,16581.0,1173.0,8304.0,78.0,12307.0
172,JLN,"Joplin, MO: Joplin Regional",61.0,8.0,2.0,0.37,1.63,1.0,3.0,0.0,0.0,652.0,70.0,19.0,343.0,67.0,153.0
173,JMS,"Jamestown, ND: Jamestown Regional",84.0,12.0,7.0,1.0,0.0,0.0,4.0,2.0,1.0,764.0,607.0,40.0,0.0,0.0,117.0
174,JNU,"Juneau, AK: Juneau International",244.0,28.0,4.79,7.94,11.83,0.0,3.44,9.0,6.0,1066.0,142.0,379.0,403.0,0.0,142.0
175,JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",51.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,404.0,404.0,0.0,0.0,0.0,0.0
176,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",841.0,68.0,31.06,2.08,22.96,0.0,11.9,6.0,0.0,2850.0,1359.0,64.0,884.0,0.0,543.0
177,KTN,"Ketchikan, AK: Ketchikan International",120.0,16.0,3.8,2.52,5.03,0.0,4.65,4.0,7.0,559.0,181.0,81.0,151.0,0.0,146.0
178,LAN,"Lansing, MI: Capital Region International",120.0,21.0,6.77,5.03,7.0,0.0,2.21,0.0,0.0,1718.0,328.0,914.0,231.0,0.0,245.0
179,LAR,"Laramie, WY: Laramie Regional",53.0,10.0,5.0,3.0,0.0,0.0,2.0,4.0,0.0,627.0,196.0,360.0,0.0,0.0,71.0
180,LAS,"Las Vegas, NV: McCarran International",8528.0,774.0,293.96000000000004,25.97,274.28,2.2,177.57999999999998,58.0,2.0,40551.0,17839.0,3642.0,9910.0,65.0,9095.0
181,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",68.0,12.0,1.0,1.78,7.02,0.0,2.2,15.0,1.0,2365.0,46.0,837.0,203.0,0.0,1279.0
182,LAX,"Los Angeles, CA: Los Angeles International",10062.0,997.0,424.3,46.24,363.38,3.02,160.07,70.0,12.0,61471.0,32390.0,4634.0,12606.0,103.0,11738.0
183,LBB,"Lubbock, TX: Lubbock Preston Smith International",396.0,66.0,25.52,1.76,10.120000000000001,0.0,28.6,1.0,0.0,4872.0,2227.0,176.0,705.0,0.0,1764.0
184,LBE,"Latrobe, PA: Arnold Palmer Regional",64.0,11.0,2.05,0.0,6.16,0.17,2.61,0.0,0.0,725.0,292.0,0.0,283.0,4.0,146.0
185,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",53.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,114.0,76.0,0.0,0.0,0.0,38.0
186,LBL,"Liberal, KS: Liberal Mid-America Regional",53.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0,16.0,45.0,0.0,0.0,26.0
187,LCH,"Lake Charles, LA: Lake Charles Regional",11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0
188,LCK,"Columbus, OH: Rickenbacker International",74.0,15.0,4.25,0.0,7.7,0.0,3.05,0.0,0.0,1791.0,427.0,0.0,1089.0,0.0,275.0
189,LEX,"Lexington, KY: Blue Grass",495.0,45.0,21.6,0.82,13.42,0.0,9.15,0.0,1.0,2638.0,1352.0,68.0,553.0,0.0,665.0
190,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",238.0,16.0,5.6899999999999995,1.0,2.1100000000000003,0.0,7.19,1.0,2.0,1017.0,144.0,60.0,196.0,0.0,617.0
191,LGA,"New York, NY: LaGuardia",3863.0,394.0,148.72,6.49,147.3,2.05,89.42,101.0,10.0,26884.0,12150.0,391.0,6350.0,66.0,7927.0
192,LGB,"Long Beach, CA: Long Beach Airport",666.0,35.0,18.71,1.0,6.02,0.0,9.27,2.0,0.0,2167.0,1238.0,46.0,166.0,0.0,717.0
193,LIH,"Lihue, HI: Lihue Airport",385.0,11.0,7.66,0.0,2.06,0.0,1.28,99.0,0.0,441.0,342.0,0.0,58.0,0.0,41.0
194,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",736.0,90.0,33.17,4.06,23.6,0.0,29.17,1.0,1.0,5470.0,2882.0,188.0,1062.0,0.0,1338.0
195,LNK,"Lincoln, NE: Lincoln Airport",73.0,7.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,252.0,232.0,20.0,0.0,0.0,0.0
196,LRD,"Laredo, TX: Laredo International",109.0,14.0,6.79,0.34,4.29,0.0,2.58,0.0,0.0,918.0,422.0,11.0,230.0,0.0,255.0
197,LSE,"La Crosse, WI: La Crosse Regional",157.0,22.0,15.0,3.18,3.7,0.0,0.13,3.0,0.0,1259.0,906.0,243.0,108.0,0.0,2.0
198,LWB,"Lewisburg, WV: Greenbrier Valley",31.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,73.0,33.0,0.0,0.0,0.0,40.0
199,LWS,"Lewiston, ID: Lewiston Nez Perce County",73.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1030.0,78.0,952.0,0.0,0.0,0.0
200,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",17.0,1.0,0.94,0.0,0.06,0.0,0.0,0.0,0.0,17.0,16.0,0.0,1.0,0.0,0.0
201,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",553.0,93.0,47.47,1.29,14.420000000000002,0.0,29.82,5.0,1.0,6115.0,2439.0,34.0,907.0,0.0,2735.0
202,MBS,"Saginaw/Bay City/Midland, MI: MBS International",91.0,15.0,4.59,0.0,9.03,0.0,1.38,0.0,0.0,1281.0,841.0,0.0,305.0,0.0,135.0
203,MCI,"Kansas City, MO: Kansas City International",2243.0,269.0,116.19,3.15,86.98,1.2,61.46,19.0,1.0,12078.0,5296.0,979.0,2841.0,51.0,2911.0
204,MCO,"Orlando, FL: Orlando International",8648.0,1178.0,452.42,21.87,457.34000000000003,6.41,239.95999999999998,65.0,8.0,63524.0,29267.0,1332.0,17739.0,173.0,15013.0
205,MDT,"Harrisburg, PA: Harrisburg International",323.0,25.0,5.59,0.97,10.129999999999999,0.0,8.31,7.0,0.0,1492.0,240.0,185.0,407.0,0.0,660.0
206,MDW,"Chicago, IL: Chicago Midway International",4184.0,323.0,127.51,3.68,90.53999999999999,0.78,100.5,77.0,3.0,13177.0,5549.0,197.0,3128.0,14.0,4289.0
207,MEI,"Meridian, MS: Key Field",53.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,153.0,153.0,0.0,0.0,0.0,0.0
208,MEM,"Memphis, TN: Memphis International",1233.0,167.0,73.95,4.63,50.739999999999995,1.0,36.67,10.0,2.0,9318.0,4031.0,243.0,2720.0,27.0,2297.0
209,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",279.0,51.0,20.13,0.7799999999999999,18.38,0.0,11.690000000000001,0.0,1.0,2045.0,923.0,30.0,630.0,0.0,462.0
210,MFR,"Medford, OR: Rogue Valley International - Medford",421.0,57.0,29.54,11.0,4.46,0.0,12.0,2.0,6.0,6366.0,1724.0,3164.0,121.0,0.0,1357.0
211,MGM,"Montgomery, AL: Montgomery Regional",181.0,22.0,14.0,0.2,4.34,1.0,2.46,0.0,1.0,2639.0,2117.0,11.0,164.0,52.0,295.0
212,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",58.0,4.0,0.62,0.0,1.52,0.0,1.86,0.0,0.0,155.0,18.0,0.0,27.0,0.0,110.0
213,MHT,"Manchester, NH: Manchester-Boston Regional",375.0,36.0,17.35,0.0,4.529999999999999,1.0,13.129999999999999,15.0,1.0,1926.0,671.0,0.0,143.0,21.0,1091.0
214,MIA,"Miami, FL: Miami International",5174.0,538.0,228.84,17.95,229.41000000000003,4.67,57.14,32.0,2.0,30057.0,14975.0,964.0,7898.0,162.0,6058.0
215,MKE,"Milwaukee, WI: General Mitchell International",1324.0,160.0,79.41,8.0,18.02,0.0,54.559999999999995,5.0,0.0,7278.0,3328.0,380.0,567.0,0.0,3003.0
216,MKG,"Muskegon, MI: Muskegon County",57.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,165.0,100.0,0.0,0.0,0.0,65.0
217,MLB,"Melbourne, FL: Melbourne International",202.0,14.0,5.04,0.0,5.4399999999999995,0.0,3.52,0.0,1.0,518.0,170.0,0.0,196.0,0.0,152.0
218,MLI,"Moline, IL: Quad City International",213.0,24.0,7.49,1.19,9.14,0.0,6.1899999999999995,5.0,2.0,1757.0,450.0,46.0,929.0,0.0,332.0
219,MLU,"Monroe, LA: Monroe Regional",201.0,19.0,11.94,0.51,4.1899999999999995,0.0,2.36,0.0,0.0,946.0,602.0,17.0,191.0,0.0,136.0
220,MOB,"Mobile, AL: Mobile Regional",219.0,21.0,11.99,0.0,6.88,0.0,2.13,0.0,2.0,976.0,473.0,0.0,323.0,0.0,180.0
221,MOT,"Minot, ND: Minot International",228.0,32.0,16.33,0.0,11.23,0.0,4.4399999999999995,3.0,0.0,2975.0,2377.0,0.0,377.0,0.0,221.0
222,MQT,"Marquette, MI: Sawyer International",114.0,19.0,13.629999999999999,3.07,2.15,0.0,0.15,1.0,1.0,1160.0,829.0,232.0,88.0,0.0,11.0
223,MRY,"Monterey, CA: Monterey Regional",198.0,28.0,9.8,0.05,8.24,0.0,9.92,0.0,1.0,1535.0,474.0,1.0,215.0,0.0,845.0
224,MSN,"Madison, WI: Dane County Regional-Truax Field",602.0,76.0,29.98,2.4,19.36,0.0,24.259999999999998,7.0,2.0,3851.0,1334.0,342.0,678.0,0.0,1497.0
225,MSO,"Missoula, MT: Missoula International",285.0,47.0,30.380000000000003,2.09,7.8,0.0,6.7299999999999995,2.0,2.0,2294.0,1629.0,85.0,248.0,0.0,332.0
226,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8777.0,977.0,409.65,92.23,314.51,2.0,158.60000000000002,228.0,4.0,85668.0,41213.0,22240.0,11820.0,50.0,10345.0
227,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2164.0,271.0,120.16,3.19,86.44,1.92,59.290000000000006,9.0,1.0,12798.0,5448.0,133.0,4121.0,62.0,3034.0
228,MTJ,"Montrose/Delta, CO: Montrose Regional",294.0,34.0,15.170000000000002,2.45,8.790000000000001,0.0,7.610000000000001,4.0,0.0,1768.0,782.0,136.0,198.0,0.0,652.0
229,MYR,"Myrtle Beach, SC: Myrtle Beach International",542.0,62.0,14.06,0.89,34.37,0.82,11.860000000000001,6.0,0.0,2989.0,723.0,34.0,1180.0,18.0,1034.0
230,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",204.0,13.0,6.54,0.97,1.3599999999999999,0.0,4.13,0.0,1.0,1026.0,259.0,562.0,41.0,0.0,164.0
231,OAK,"Oakland, CA: Metropolitan Oakland International",2235.0,127.0,55.93,3.1399999999999997,21.450000000000003,1.0,45.49,19.0,1.0,5214.0,2329.0,152.0,732.0,17.0,1984.0
232,OGD,"Ogden, UT: Ogden-Hinckley",7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,159.0,0.0,0.0,0.0,0.0
233,OGG,"Kahului, HI: Kahului Airport",1478.0,130.0,67.98,0.54,47.26,1.0,13.209999999999999,10.0,3.0,6915.0,3942.0,19.0,1525.0,36.0,1393.0
234,OGS,"Ogdensburg, NY: Ogdensburg International",53.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,553.0,518.0,0.0,0.0,0.0,35.0
235,OKC,"Oklahoma City, OK: Will Rogers World",1238.0,161.0,92.47,4.88,24.37,1.0,38.29,16.0,1.0,9669.0,5081.0,1451.0,1064.0,20.0,2053.0
236,OMA,"Omaha, NE: Eppley Airfield",1325.0,172.0,84.24,5.32,40.22,1.0,41.2,14.0,3.0,7105.0,3427.0,267.0,1133.0,18.0,2260.0
237,OME,"Nome, AK: Nome Airport",30.0,5.0,1.54,0.84,1.62,0.0,1.0,2.0,0.0,424.0,268.0,58.0,59.0,0.0,39.0
